hash,author_date
deb0b3bfaa25fd98bf8f05df1397fd9ddba62eda,2013-05-14 14:58:36+08:00
e8fdf3fde824835004f1aab820281f4d7e96216c,2013-06-05 12:09:36+02:00
e5b9fd21c64b049a50a1133299cd9e45ea9903ff,2013-06-05 15:27:29+02:00
0cad912e0bd04ece2f97184ae6236303adade1e1,2013-06-13 14:04:27+02:00
107e3a4ed720ae111dcd2cf926ca51c0a7f78a77,2013-06-14 17:57:38+02:00
50eb726eacdd39cdee3e50f523643834bcc64fb2,2013-06-20 10:53:42+02:00
961c54fe5f2254606c419d4c9a55e63557a01b66,2013-07-23 11:25:35+02:00
48e3d8d3f6741042325ace5bb520cd768b48d389,2013-09-28 12:41:57+02:00
c2f84f02dc457008e93c180a2ba447e386b166fc,2013-10-08 13:39:52-04:00
d805749e8f991a61354f9bbd84cc1456b01e14f8,2013-10-25 09:46:38+02:00
9b9696808268cec710e001c1f7fd5fce34b3b3a2,2013-10-30 08:15:56-05:00
dbe794c37ed84053eee81e9a97b0b2eef4fc2e89,2013-10-30 08:21:13-05:00
5de774cb1eb5467a8917fe36e37f0f7fc180f93d,2013-11-06 16:02:23+01:00
3e997e22f298a181dda24e4ee73c56ee0fd052a1,2013-11-07 11:39:55+01:00
c1616bcfaebe7b975221d29fedbf6f02f3797e70,2013-11-19 18:20:43+01:00
36932e4637894a526ecf84ee5583292b5b379dde,2013-11-26 08:42:53-06:00
e86d429683eb27635a48209145c52dd6e1392c89,2013-11-27 11:48:25+01:00
7c4a3fb36afd8858270649917d22ba457379c729,2013-11-27 09:53:58-06:00
a8215230207fb5dd67104706529f8025d55a0613,2013-12-01 20:58:48-06:00
6dd8246c37836ca2c3f9d08a162a956eeeb83cbc,2013-12-02 06:59:34-06:00
51a2bc16987129de7673d00b7842daaef414ae1a,2013-12-12 19:59:20+01:00
88f35997e27302e22647095c0c897f43c4539c72,2013-12-25 21:02:28+01:00
d9a036cc006b9454423b5332515e64f6d953e6e0,2013-12-30 16:52:37-06:00
331a48b86565fa22bbc51d0eb6203a375ea3bd3e,2014-01-02 09:09:38-06:00
071c82dfec5636b07d3faf1b8f46620b8ff306d4,2014-01-14 13:12:32-06:00
4bd712c26d790fbecb8816eaea618aa0b823ab7d,2014-01-16 10:36:23+01:00
db5cf14c6a90366b2cbf64fa11ee288cad888873,2014-01-22 18:22:04+01:00
ca89763fdc59381f50d44bac619347e1d3513dd7,2014-01-24 09:38:12-06:00
16f112aa0a4953b1e3f11addca9cb6c6d90dffc4,2014-02-11 11:45:21+01:00
6b0f91f1d08aee722461990adca4911b96d9f600,2014-02-13 08:40:39+01:00
30b6ccd9c87d84c5a82fb5a91ff69e700fda94fb,2014-02-13 09:16:44+01:00
4290a7825cafe177e204a890b48f033305ef92d3,2014-02-14 11:53:20-06:00
54172d699a3b39bda94b91a2f8486477c2bf6cb8,2014-02-16 21:41:51+01:00
b3a5f525626abe57ea5b6d7994dda1793dfd023e,2014-02-18 13:22:24-06:00
d11c8b24c6bd8a67c031a62ac67b16e9cc4b78dd,2014-02-20 14:47:32-08:00
ea2863e133c81934220533e900d592fc593de4db,2014-03-03 11:59:51+01:00
f105ac29dc2fd97461d7a47873685e6cc0f3211e,2014-03-17 10:25:37+01:00
93992e83619e4a8e49a2a699ab65888e1ed5e6cd,2014-03-17 11:25:39+01:00
6a23191c8a19bfb41087271f9512b7ede01604d4,2014-03-17 15:45:37+01:00
8be6a771887c911c6397bba1012593ff26cc7545,2014-03-17 12:10:08-05:00
46e67a149469d050ce1d8eac03a4173389d27df5,2014-03-18 09:43:27+01:00
f61bd50c1603aab1ddbd10007612f2ed980c644e,2014-03-25 08:43:27+01:00
d798d02518690de5289c208d318db24c1745c4d7,2014-03-26 08:16:53+01:00
92013da5e361145b6d85b08440c1c20913cab585,2014-03-27 07:58:24+01:00
5ab67a2e88f8051a5289407a491886f9278fc782,2014-03-27 07:59:27+01:00
e135e2efc4c58017fdd6aaa5969598a90565b934,2014-03-27 08:04:49+01:00
15565d9aae4a5bc0164d2a802c52123c3d61f121,2014-04-03 09:37:14+02:00
56468305ef13cebb3719815002b36827169495bc,2014-04-04 08:34:57+02:00
abd38b8c23aa5f260aec368bbd78482cbecc96a1,2014-04-16 08:53:21-07:00
2d0cb27e525e9f9e0a11c9bbe2c23c0472187d62,2014-04-26 14:24:36-04:00
05efe4902bdcc086488889a62939e4ef8ee285d5,2014-05-02 11:16:48+02:00
a0909f8f78e367cc3e655cdc4b964f25e7640339,2014-05-02 18:18:03+02:00
8b78f5ca9f9d6cb6a0a1cabffcf962b8a1fbc597,2014-05-04 10:24:36+02:00
5f79b2951ba6f6b7c01f4f179fe68c1cac7f9dc6,2014-05-08 11:30:32+02:00
cfc1d8ddf570d67f051d4988b1b04587372ce810,2014-05-15 08:06:36+02:00
59735c0ea922c23e58c0bf9f650c9045377b3de0,2014-05-27 07:30:45+02:00
c3758e7e6900fe961353cb5d194c5ec135bd59fd,2014-05-28 15:41:58+02:00
f363fd2d0e4db6c44f3582eee1928576812a8440,2014-05-31 08:29:12+02:00
cca79883ff13cca788af40ae4941ba895ac155f2,2014-06-05 07:39:44+02:00
686d5fccac3e0308026548b58dfc90c31e41b5c9,2014-06-06 10:58:16+08:00
5d54b3973dccd278d750de127e7fad61fc95e62e,2014-06-06 15:10:09+02:00
f6fe64343b447655dbd7dfbc633c523e3d9a9196,2014-06-10 14:15:52+02:00
686ff1f3d069f02de23871556319d924e1479caf,2014-06-11 10:23:28+02:00
7a98b543f684fb09d1e1d74716fa0cbb7e1c9b0e,2014-06-11 15:10:13+02:00
65a6ffba8ee63b23a92427880c8985916ea3b7a3,2014-06-14 09:10:00+02:00
aef0e594de91f924b234e0175f1c1d31e406c874,2014-06-16 20:41:24+02:00
675bd5304a6e7c1ed2a35dedd5550de235e947ad,2014-06-16 20:42:05+02:00
79729b10fa295d9deab6ee5609b02ac01b3be16c,2014-06-17 15:16:23+02:00
7a0afad25f22a3a9366174dbfad224be6d9c7a80,2014-06-24 08:46:50+02:00
c1fcdfbc80c1c0056df3638b122f9ea16b1a2d05,2014-06-25 15:44:36+02:00
30545df9732cdaaa601bd948711a3eeb427b7dda,2014-06-27 12:27:01+02:00
641de09867a8ecab71133cf7bf7fc66159323cdc,2014-07-01 23:41:27+10:00
61839f2289152c48096a94af674984e0dc840b03,2014-07-02 20:59:02+02:00
0cb6e8426d9346a5fb1da4ff9ec5ac023b9b5190,2014-07-02 21:00:06+02:00
527ce6c7b68e85caae3fcbceffdcd49f7690ec29,2014-07-03 13:17:26+02:00
c1483c656a83ee6ffffa3c6fc02a58144395e44e,2014-07-11 08:42:24+02:00
612a01850ccc03673eece3eca22011bbdf491385,2014-07-12 10:55:40+02:00
0275a9522d70532d9256fd5eabfe72874e66a67c,2014-07-12 11:22:00+02:00
684d6051c48611418cc879114bbb87ae06220ada,2014-07-14 17:52:01-04:00
f4fd8c3a378f0de4372f73ac927bc4753badde73,2014-07-15 16:09:26+08:00
fa7e7733c8669c9708f7e41b0d9998a8ab48f98e,2014-07-18 19:17:53-07:00
e30f1c5360bd0a141e5c0007b9b0b60d12d824a1,2014-07-20 08:54:45+02:00
cfaa6727b53dbab2b9116f29e1ce4d0d8837e201,2014-07-20 10:06:40+02:00
93bc28d7a0c346098709ba621cb195770d277325,2014-07-20 10:21:25+02:00
3c3364d214a7fef92ad726cbc1e10f0453a8099b,2014-07-23 10:08:53+02:00
838eb591af147cb537f9746f704c0912d7f6e482,2014-07-24 22:59:29+10:00
e79c3aeac588845270b847535141b282a3317e89,2014-07-29 08:48:45+02:00
85cc550fd73a6809b07d43686ddad1e9f004d242,2014-07-30 20:29:57+10:00
20f67f58846153beb4047946e542a3e4af3de765,2014-07-30 20:59:18+10:00
f52b7a597257692102da68d807e91923e393a97b,2014-07-30 21:04:31+10:00
